Entity,Definition,Attr_Name,Attr_Type,Attr_Desc
IfcBuildingSystem,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasAssociations,SET [0:?] OF IfcRelAssociates FOR RelatedObjects,"Reference to the relationship objects, that associates external references or other resource definitions to the object. Examples are the association to library, documentation or classification."
IfcBuildingSystem,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ObjectType,OPTIONAL IfcLabel,"The type denotes a particular type that indicates the object further. The use has to be established at the level of instantiable subtypes. In particular it holds the user defined type, if the enumeration of the attribute PredefinedType is set to USERDEFINED or when the concrete entity instantiated does not have a PredefinedType attribute. The latter is the case in some exceptional leaf classes and when instantiating IfcBuiltElement directly."
IfcBuildingSystem,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsDeclaredBy,SET [0:1] OF IfcRelDefinesByObject FOR RelatedObjects,"Link to the relationship object pointing to the declaring object that provides the object definitions for this object occurrence. The declaring object has to be part of an object type decomposition. The associated IfcObject , or its subtypes, contains the specific information (as part of a type, or style, definition), that is common to all reflected instances of the declaring IfcObject , or its subtypes. IFC4-CHANGE New inverse relationship, change made with upward compatibility for file based exchange."
IfcBuildingSystem,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Declares,SET [0:?] OF IfcRelDefinesByObject FOR RelatingObject,"Link to the relationship object pointing to the reflected object(s) that receives the object definitions. The reflected object has to be part of an object occurrence decomposition. The associated IfcObject , or its subtypes, provides the specific information (as part of a type, or style, definition), that is common to all reflected instances of the declaring IfcObject , or its subtypes. IFC4-CHANGE New inverse relationship, change made with upward compatibility for file based exchange."
IfcBuildingSystem,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsTypedBy,SET [0:1] OF IfcRelDefinesByType FOR RelatedObjects,"Set of relationships to the object type that provides the type definitions for this object occurrence. The then associated IfcTypeObject , or its subtypes, contains the specific information (or type, or style), that is common to all instances of IfcObject , or its subtypes, referring to the same type. IFC4-CHANGE New inverse relationship, the link to IfcRelDefinesByType was previously included in the inverse relationship IfcRelDefines . Change made with upward compatibility for file based exchange."
IfcBuildingSystem,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsDefinedBy,SET [0:?] OF IfcRelDefinesByProperties FOR RelatedObjects,Set of relationships to property set definitions attached to this object. Those statically or dynamically defined properties contain alphanumeric information content that further defines the object. IFC4-CHANGE The data type has been changed from IfcRelDefines to IfcRelDefinesByProperties with upward compatibility for file based exchange.
IfcBuildingSystem,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsGroupedBy,SET [0:?] OF IfcRelAssignsToGroup FOR RelatingGroup,Reference to the relationship IfcRelAssignsToGroup that assigns the one to many group members to the IfcGroup object. IFC4-CHANGE The cardinality has been changed from 1..1 to 0..n in order to allow the exchange of a group concept without having already group members assigned. It now also allows the use of many instances of IfcRelAssignsToGroup to assign the group members. The change has been done with upward compatibility for file based exchange.
IfcBuildingSystem,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ReferencedInStructures,SET [0:?] OF IfcRelReferencedInSpatialStructure FOR RelatedElements,Reference to the relationship IfcRelReferencedInSpatialStructure that relates the group to a spatial element.
IfcBuildingSystem,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ServicesBuildings,SET [0:1] OF IfcRelServicesBuildings FOR RelatingSystem,"Reference to the spatial structure via the objectified relationship IfcRelServicesBuildings , which is serviced by the system."
IfcBuildingSystem,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ServicesFacilities,SET [0:?] OF IfcRelReferencedInSpatialStructure FOR RelatedElements,Reference to the relationship IfcRelReferencedInSpatialStructure that relates the system to a spatial element.
IfcBuildingSystem,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,PredefinedType,OPTIONAL IfcBuildingSystemTypeEnum,Predefined types of distribution systems.
IfcBuildingSystem,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,LongName,OPTIONAL IfcLabel,"Long name for a building system, used for informal purposes. It should be used, if available, in conjunction with the inherited Name attribute. NOTE In many scenarios the Name attribute refers to the short name or number of a building system, and the LongName refers to a descriptive name."
IfcBuildingSystem,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,CorrectPredefinedType,,No description available.
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,GlobalId,IfcGloballyUniqueId,Assignment of a globally unique identifier within the entire software world.
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,OwnerHistory,OPTIONAL IfcOwnerHistory,"Assignment of the information about the current ownership of that object, including owning actor, application, local identification and information captured about the recent changes of the object. NOTE Only the last modification is stored - either as addition, deletion or modification. IFC4-CHANGE The attribute has been changed to be OPTIONAL."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Description,OPTIONAL IfcText,"An optional description, provided to exchange informative comments."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasAssignments,SET [0:?] OF IfcRelAssigns FOR RelatedObjects,"Reference to the relationship objects, that assign (by an association relationship) other subtypes of IfcObject to this object instance. Examples are the association to products, processes, controls, resources or groups."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Nests,SET [0:1] OF IfcRelNests FOR RelatedObjects,References to the decomposition relationship being a nesting. It determines that this object definition is a part within an ordered whole/part decomposition relationship. An object occurrence or type can only be part of a single decomposition (to allow hierarchical structures only). IFC4-CHANGE The inverse attribute datatype has been added and separated from Decomposes defined at IfcObjectDefinition .
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsNestedBy,SET [0:?] OF IfcRelNests FOR RelatingObject,References to the decomposition relationship being a nesting. It determines that this object definition is the whole within an ordered whole/part decomposition relationship. An object or object type can be nested by several other objects (occurrences or types). IFC4-CHANGE The inverse attribute datatype has been added and separated from IsDecomposedBy defined at IfcObjectDefinition .
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasContext,SET [0:1] OF IfcRelDeclares FOR RelatedDefinitions,References to the context providing context information such as project unit or representation context. It should only be asserted for the uppermost non-spatial object. IFC4-CHANGE The inverse attribute datatype has been added.
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsDecomposedBy,SET [0:?] OF IfcRelAggregates FOR RelatingObject,References to the decomposition relationship being an aggregation. It determines that this object definition is the whole within an unordered whole/part decomposition relationship. An object definition can be aggregated by several other objects (occurrences or parts). IFC4-CHANGE The inverse attribute datatype has been changed from the supertype IfcRelDecomposes to subtype IfcRelAggregates .
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Decomposes,SET [0:1] OF IfcRelAggregates FOR RelatedObjects,References to the decomposition relationship being an aggregation. It determines that this object definition is a part within an unordered whole/part decomposition relationship. An object definition can only be part of a single decomposition (to allow hierarchical structures only). IFC4-CHANGE The inverse attribute datatype has been changed from the supertype IfcRelDecomposes to subtype IfcRelAggregates .
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasAssociations,SET [0:?] OF IfcRelAssociates FOR RelatedObjects,"Reference to the relationship objects, that associates external references or other resource definitions to the object. Examples are the association to library, documentation or classification."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ObjectType,OPTIONAL IfcLabel,"The type denotes a particular type that indicates the object further. The use has to be established at the level of instantiable subtypes. In particular it holds the user defined type, if the enumeration of the attribute PredefinedType is set to USERDEFINED or when the concrete entity instantiated does not have a PredefinedType attribute. The latter is the case in some exceptional leaf classes and when instantiating IfcBuiltElement directly."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsDeclaredBy,SET [0:1] OF IfcRelDefinesByObject FOR RelatedObjects,"Link to the relationship object pointing to the declaring object that provides the object definitions for this object occurrence. The declaring object has to be part of an object type decomposition. The associated IfcObject , or its subtypes, contains the specific information (as part of a type, or style, definition), that is common to all reflected instances of the declaring IfcObject , or its subtypes. IFC4-CHANGE New inverse relationship, change made with upward compatibility for file based exchange."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Declares,SET [0:?] OF IfcRelDefinesByObject FOR RelatingObject,"Link to the relationship object pointing to the reflected object(s) that receives the object definitions. The reflected object has to be part of an object occurrence decomposition. The associated IfcObject , or its subtypes, provides the specific information (as part of a type, or style, definition), that is common to all reflected instances of the declaring IfcObject , or its subtypes. IFC4-CHANGE New inverse relationship, change made with upward compatibility for file based exchange."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsTypedBy,SET [0:1] OF IfcRelDefinesByType FOR RelatedObjects,"Set of relationships to the object type that provides the type definitions for this object occurrence. The then associated IfcTypeObject , or its subtypes, contains the specific information (or type, or style), that is common to all instances of IfcObject , or its subtypes, referring to the same type. IFC4-CHANGE New inverse relationship, the link to IfcRelDefinesByType was previously included in the inverse relationship IfcRelDefines . Change made with upward compatibility for file based exchange."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsDefinedBy,SET [0:?] OF IfcRelDefinesByProperties FOR RelatedObjects,Set of relationships to property set definitions attached to this object. Those statically or dynamically defined properties contain alphanumeric information content that further defines the object. IFC4-CHANGE The data type has been changed from IfcRelDefines to IfcRelDefinesByProperties with upward compatibility for file based exchange.
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ObjectPlacement,OPTIONAL IfcObjectPlacement,"This establishes the object coordinate system and placement of the product in space. The placement can either be absolute (relative to the world coordinate system), relative (relative to the object placement of another product), or constrained (e.g. relative to grid axes, or to a linear positioning element). The type of placement is determined by the various subtypes of IfcObjectPlacement . An object placement must be provided if a representation is present."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Representation,OPTIONAL IfcProductRepresentation,"Reference to the representations of the product, being either a representation ( IfcProductRepresentation ) or as a special case of a shape representation ( IfcProductDefinitionShape ). The product definition shape provides for multiple geometric representations of the shape property of the object within the same object coordinate system, defined by the object placement."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ReferencedBy,SET [0:?] OF IfcRelAssignsToProduct FOR RelatingProduct,"Reference to the IfcRelAssignsToProduct relationship, by which other products, processes, controls, resources or actors (as subtypes of IfcObjectDefinition ) can be related to this product."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,PositionedRelativeTo,SET [0:?] OF IfcRelPositions FOR RelatedProducts,"Reference to the IfcRelPositions relationship, which defines its relationship with a positioning element."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ReferencedInStructures,SET [0:?] OF IfcRelReferencedInSpatialStructure FOR RelatedElements,Reference to the objectified relationship IfcRelReferencedInSpatialStructure may be used to relate a product to one or more spatial structure elements in addition to the one in which it is primarily contained.
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Tag,OPTIONAL IfcIdentifier,"The tag (or label) identifier at the particular instance of a product, e.g. the serial number, or the position number. It is the identifier at the occurrence level."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,FillsVoids,SET [0:1] OF IfcRelFillsElement FOR RelatedBuildingElement,Reference to the IfcRelFillsElement relationship that puts the element as a filling into the opening created within another element.
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ConnectedTo,SET [0:?] OF IfcRelConnectsElements FOR RelatingElement,Reference to the element connection relationship. The relationship then refers to the other element to which this element is connected to.
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsInterferedByElements,SET [0:?] OF IfcRelInterferesElements FOR RelatedElement,"Reference to the interference relationship to indicate the element that is interfered. The relationship, if provided, indicates that this element has an interference with one or many other elements. NOTE There is no indication of precedence between IsInterferedByElements and InterferesElements . IFC4-CHANGE New inverse relationship."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,InterferesElements,SET [0:?] OF IfcRelInterferesElements FOR RelatingElement,"Reference to the interference relationship to indicate the element that interferes. The relationship, if provided, indicates that this element has an interference with one or many other elements. NOTE There is no indication of precedence between IsInterferedByElements and InterferesElements . IFC4-CHANGE New inverse relationship."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasProjections,SET [0:?] OF IfcRelProjectsElement FOR RelatingElement,Projection relationship that adds a feature (using a Boolean union) to the IfcBuiltElement .
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasOpenings,SET [0:?] OF IfcRelVoidsElement FOR RelatingBuildingElement,"Reference to the IfcRelVoidsElement relationship that creates an opening in an element. An element can incorporate zero-to-many openings. For each opening, that voids the element, a new relationship IfcRelVoidsElement is generated."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsConnectionRealization,SET [0:?] OF IfcRelConnectsWithRealizingElements FOR RealizingElements,"Reference to the connection relationship with realizing element. The relationship, if provided, assigns this element as the realizing element to the connection, which provides the physical manifestation of the connection relationship."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ProvidesBoundaries,SET [0:?] OF IfcRelSpaceBoundary FOR RelatedBuildingElement,Reference to space boundaries by virtue of the objectified relationship IfcRelSpaceBoundary . It defines the concept of an element bounding spaces.
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ConnectedFrom,SET [0:?] OF IfcRelConnectsElements FOR RelatedElement,Reference to the element connection relationship. The relationship then refers to the other element that is connected to this element.
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ContainedInStructure,SET [0:1] OF IfcRelContainedInSpatialStructure FOR RelatedElements,"Containment relationship to the spatial structure element, to which the element is primarily associated. This containment relationship has to be hierarchical, i.e. an element may only be assigned directly to zero or one spatial structure."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasCoverings,SET [0:?] OF IfcRelCoversBldgElements FOR RelatingBuildingElement,Reference to IfcCovering by virtue of the objectified relationship IfcRelCoversBldgElements . It defines the concept of an element having coverings associated.
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasSurfaceFeatures,SET [0:?] OF IfcRelAdheresToElement FOR RelatingElement,Reference to the IfcRelAdheresToElement relationship that adheres a IfcSurfaceFeature to an element. An element can incorporate zero-to-many surface features in one relationship.
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,PredefinedType,OPTIONAL IfcColumnTypeEnum,"Predefined generic type for a column that is specified in an enumeration. There may be a property set given specifically for the predefined types. NOTE The PredefinedType shall only be used, if no IfcColumnType is assigned, providing its own IfcColumnType .PredefinedType . IFC4-CHANGE The attribute has been added at the end of the entity definition."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,CorrectPredefinedType,,"Either the PredefinedType attribute is unset (e.g. because an IfcColumnType is associated), or the inherited attribute ObjectType shall be provided, if the PredefinedType is set to USERDEFINED."
IfcColumn,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,CorrectTypeAssigned,,"Either there is no column type object associated, i.e. the IsTypedBy inverse relationship is not provided, or the associated type object has to be of type IfcColumnType ."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,GlobalId,IfcGloballyUniqueId,Assignment of a globally unique identifier within the entire software world.
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,OwnerHistory,OPTIONAL IfcOwnerHistory,"Assignment of the information about the current ownership of that object, including owning actor, application, local identification and information captured about the recent changes of the object. NOTE Only the last modification is stored - either as addition, deletion or modification. IFC4-CHANGE The attribute has been changed to be OPTIONAL."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Description,OPTIONAL IfcText,"An optional description, provided to exchange informative comments."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasAssignments,SET [0:?] OF IfcRelAssigns FOR RelatedObjects,"Reference to the relationship objects, that assign (by an association relationship) other subtypes of IfcObject to this object instance. Examples are the association to products, processes, controls, resources or groups."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Nests,SET [0:1] OF IfcRelNests FOR RelatedObjects,References to the decomposition relationship being a nesting. It determines that this object definition is a part within an ordered whole/part decomposition relationship. An object occurrence or type can only be part of a single decomposition (to allow hierarchical structures only). IFC4-CHANGE The inverse attribute datatype has been added and separated from Decomposes defined at IfcObjectDefinition .
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsNestedBy,SET [0:?] OF IfcRelNests FOR RelatingObject,References to the decomposition relationship being a nesting. It determines that this object definition is the whole within an ordered whole/part decomposition relationship. An object or object type can be nested by several other objects (occurrences or types). IFC4-CHANGE The inverse attribute datatype has been added and separated from IsDecomposedBy defined at IfcObjectDefinition .
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasContext,SET [0:1] OF IfcRelDeclares FOR RelatedDefinitions,References to the context providing context information such as project unit or representation context. It should only be asserted for the uppermost non-spatial object. IFC4-CHANGE The inverse attribute datatype has been added.
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsDecomposedBy,SET [0:?] OF IfcRelAggregates FOR RelatingObject,References to the decomposition relationship being an aggregation. It determines that this object definition is the whole within an unordered whole/part decomposition relationship. An object definition can be aggregated by several other objects (occurrences or parts). IFC4-CHANGE The inverse attribute datatype has been changed from the supertype IfcRelDecomposes to subtype IfcRelAggregates .
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Decomposes,SET [0:1] OF IfcRelAggregates FOR RelatedObjects,References to the decomposition relationship being an aggregation. It determines that this object definition is a part within an unordered whole/part decomposition relationship. An object definition can only be part of a single decomposition (to allow hierarchical structures only). IFC4-CHANGE The inverse attribute datatype has been changed from the supertype IfcRelDecomposes to subtype IfcRelAggregates .
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasAssociations,SET [0:?] OF IfcRelAssociates FOR RelatedObjects,"Reference to the relationship objects, that associates external references or other resource definitions to the object. Examples are the association to library, documentation or classification."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ObjectType,OPTIONAL IfcLabel,"The type denotes a particular type that indicates the object further. The use has to be established at the level of instantiable subtypes. In particular it holds the user defined type, if the enumeration of the attribute PredefinedType is set to USERDEFINED or when the concrete entity instantiated does not have a PredefinedType attribute. The latter is the case in some exceptional leaf classes and when instantiating IfcBuiltElement directly."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsDeclaredBy,SET [0:1] OF IfcRelDefinesByObject FOR RelatedObjects,"Link to the relationship object pointing to the declaring object that provides the object definitions for this object occurrence. The declaring object has to be part of an object type decomposition. The associated IfcObject , or its subtypes, contains the specific information (as part of a type, or style, definition), that is common to all reflected instances of the declaring IfcObject , or its subtypes. IFC4-CHANGE New inverse relationship, change made with upward compatibility for file based exchange."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Declares,SET [0:?] OF IfcRelDefinesByObject FOR RelatingObject,"Link to the relationship object pointing to the reflected object(s) that receives the object definitions. The reflected object has to be part of an object occurrence decomposition. The associated IfcObject , or its subtypes, provides the specific information (as part of a type, or style, definition), that is common to all reflected instances of the declaring IfcObject , or its subtypes. IFC4-CHANGE New inverse relationship, change made with upward compatibility for file based exchange."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsTypedBy,SET [0:1] OF IfcRelDefinesByType FOR RelatedObjects,"Set of relationships to the object type that provides the type definitions for this object occurrence. The then associated IfcTypeObject , or its subtypes, contains the specific information (or type, or style), that is common to all instances of IfcObject , or its subtypes, referring to the same type. IFC4-CHANGE New inverse relationship, the link to IfcRelDefinesByType was previously included in the inverse relationship IfcRelDefines . Change made with upward compatibility for file based exchange."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsDefinedBy,SET [0:?] OF IfcRelDefinesByProperties FOR RelatedObjects,Set of relationships to property set definitions attached to this object. Those statically or dynamically defined properties contain alphanumeric information content that further defines the object. IFC4-CHANGE The data type has been changed from IfcRelDefines to IfcRelDefinesByProperties with upward compatibility for file based exchange.
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ObjectPlacement,OPTIONAL IfcObjectPlacement,"This establishes the object coordinate system and placement of the product in space. The placement can either be absolute (relative to the world coordinate system), relative (relative to the object placement of another product), or constrained (e.g. relative to grid axes, or to a linear positioning element). The type of placement is determined by the various subtypes of IfcObjectPlacement . An object placement must be provided if a representation is present."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Representation,OPTIONAL IfcProductRepresentation,"Reference to the representations of the product, being either a representation ( IfcProductRepresentation ) or as a special case of a shape representation ( IfcProductDefinitionShape ). The product definition shape provides for multiple geometric representations of the shape property of the object within the same object coordinate system, defined by the object placement."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ReferencedBy,SET [0:?] OF IfcRelAssignsToProduct FOR RelatingProduct,"Reference to the IfcRelAssignsToProduct relationship, by which other products, processes, controls, resources or actors (as subtypes of IfcObjectDefinition ) can be related to this product."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,PositionedRelativeTo,SET [0:?] OF IfcRelPositions FOR RelatedProducts,"Reference to the IfcRelPositions relationship, which defines its relationship with a positioning element."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ReferencedInStructures,SET [0:?] OF IfcRelReferencedInSpatialStructure FOR RelatedElements,Reference to the objectified relationship IfcRelReferencedInSpatialStructure may be used to relate a product to one or more spatial structure elements in addition to the one in which it is primarily contained.
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Tag,OPTIONAL IfcIdentifier,"The tag (or label) identifier at the particular instance of a product, e.g. the serial number, or the position number. It is the identifier at the occurrence level."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,FillsVoids,SET [0:1] OF IfcRelFillsElement FOR RelatedBuildingElement,Reference to the IfcRelFillsElement relationship that puts the element as a filling into the opening created within another element.
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ConnectedTo,SET [0:?] OF IfcRelConnectsElements FOR RelatingElement,Reference to the element connection relationship. The relationship then refers to the other element to which this element is connected to.
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsInterferedByElements,SET [0:?] OF IfcRelInterferesElements FOR RelatedElement,"Reference to the interference relationship to indicate the element that is interfered. The relationship, if provided, indicates that this element has an interference with one or many other elements. NOTE There is no indication of precedence between IsInterferedByElements and InterferesElements . IFC4-CHANGE New inverse relationship."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,InterferesElements,SET [0:?] OF IfcRelInterferesElements FOR RelatingElement,"Reference to the interference relationship to indicate the element that interferes. The relationship, if provided, indicates that this element has an interference with one or many other elements. NOTE There is no indication of precedence between IsInterferedByElements and InterferesElements . IFC4-CHANGE New inverse relationship."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasProjections,SET [0:?] OF IfcRelProjectsElement FOR RelatingElement,Projection relationship that adds a feature (using a Boolean union) to the IfcBuiltElement .
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasOpenings,SET [0:?] OF IfcRelVoidsElement FOR RelatingBuildingElement,"Reference to the IfcRelVoidsElement relationship that creates an opening in an element. An element can incorporate zero-to-many openings. For each opening, that voids the element, a new relationship IfcRelVoidsElement is generated."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsConnectionRealization,SET [0:?] OF IfcRelConnectsWithRealizingElements FOR RealizingElements,"Reference to the connection relationship with realizing element. The relationship, if provided, assigns this element as the realizing element to the connection, which provides the physical manifestation of the connection relationship."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ProvidesBoundaries,SET [0:?] OF IfcRelSpaceBoundary FOR RelatedBuildingElement,Reference to space boundaries by virtue of the objectified relationship IfcRelSpaceBoundary . It defines the concept of an element bounding spaces.
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ConnectedFrom,SET [0:?] OF IfcRelConnectsElements FOR RelatedElement,Reference to the element connection relationship. The relationship then refers to the other element that is connected to this element.
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ContainedInStructure,SET [0:1] OF IfcRelContainedInSpatialStructure FOR RelatedElements,"Containment relationship to the spatial structure element, to which the element is primarily associated. This containment relationship has to be hierarchical, i.e. an element may only be assigned directly to zero or one spatial structure."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasCoverings,SET [0:?] OF IfcRelCoversBldgElements FOR RelatingBuildingElement,Reference to IfcCovering by virtue of the objectified relationship IfcRelCoversBldgElements . It defines the concept of an element having coverings associated.
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasSurfaceFeatures,SET [0:?] OF IfcRelAdheresToElement FOR RelatingElement,Reference to the IfcRelAdheresToElement relationship that adheres a IfcSurfaceFeature to an element. An element can incorporate zero-to-many surface features in one relationship.
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,OverallHeight,OPTIONAL IfcPositiveLengthMeasure,"Overall measure of the height, it reflects the Z Dimension of a bounding box, enclosing the body of the door opening. If omitted, the OverallHeight should be taken from the geometric representation of the IfcOpeningElement in which the door is inserted. NOTE The body of the door might be taller then the door opening (e.g. in cases where the door lining includes a casing). In these cases the OverallHeight shall still be given as the door opening height, and not as the total height of the door lining."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,OverallWidth,OPTIONAL IfcPositiveLengthMeasure,"Overall measure of the width, it reflects the X Dimension of a bounding box, enclosing the body of the door opening. If omitted, the OverallWidth should be taken from the geometric representation of the IfcOpeningElement in which the door is inserted. NOTE The body of the door might be wider then the door opening (e.g. in cases where the door lining includes a casing). In these cases the OverallWidth shall still be given as the door opening width, and not as the total width of the door lining."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,PredefinedType,OPTIONAL IfcDoorTypeEnum,"A list of types to further identify the object. Some property sets may be specifically applicable to one of these types. NOTE If the object has an associated IfcTypeObject with a PredefinedType , then this attribute shall not be used."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,OperationType,OPTIONAL IfcDoorTypeOperationEnum,"Type defining the general layout and operation of the door type in terms of the partitioning of panels and panel operations. NOTE The OperationType shall only be used, if no type object IfcDoorType is assigned, providing its own IfcDoorType .OperationType ."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,UserDefinedOperationType,OPTIONAL IfcLabel,"Designator for the user defined operation type, shall only be provided, if the value of OperationType is set to USERDEFINED."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,CorrectPredefinedType,,"Either the PredefinedType attribute is unset (e.g. because an IfcDoorType is associated), or the inherited attribute ObjectType shall be provided, if the PredefinedType is set to USERDEFINED."
IfcDoor,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,CorrectTypeAssigned,,"Either there is no door type object associated, i.e. the IsTypedBy inverse relationship is not provided, or the associated type object has to be of type IfcDoorType ."
IfcRoof,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,GlobalId,IfcGloballyUniqueId,Assignment of a globally unique identifier within the entire software world.
IfcRoof,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,OwnerHistory,OPTIONAL IfcOwnerHistory,"Assignment of the information about the current ownership of that object, including owning actor, application, local identification and information captured about the recent changes of the object. NOTE Only the last modification is stored - either as addition, deletion or modification. IFC4-CHANGE The attribute has been changed to be OPTIONAL."
IfcRoof,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Description,OPTIONAL IfcText,"An optional description, provided to exchange informative comments."
